index,score
K1895,0.013486584689882
K1896,0.9953690197732713
K1897,0.004293883359059634
K1898,0.005202822719648834
K1899,0.3722799385587374
K1900,0.9043285568555196
K1901,0.014805704571901668
K1902,0.0020093086502229666
K1903,0.0024898483385590335
K1904,0.9928523209359911
K1905,0.7953284881181187
K1906,0.005920841720783
K1907,0.0032357599345332667
K1908,0.9951962762408787
K1909,0.009062485916850433
K1910,0.0025102930990719666
K1911,0.99816139737765
K1912,0.9612567941347758
K1913,0.9944493816958534
K1914,0.0039132339725458
K1915,0.9966874950461917
K1916,0.9773369828859965
K1917,0.7577591388589805
K1918,0.0009373298119397666
K1919,0.9396879825327131
K1920,0.9928954521814982
K1921,0.9863439685768552
K1922,0.9943194700611961
K1923,0.0017556054795729668
K1924,0.007784684779795034
K1925,0.9926940487490761
K1926,0.9979966560999554
K1927,0.0032594164083194
K1928,0.9974661158190834
K1929,0.004129496774273967
K1930,0.9055495334996118
K1931,0.9885922882292006
K1932,0.9982963078551822
K1933,0.6034057999650637
K1934,0.0010999030889554666
K1935,0.9930532064702776
K1936,0.005526068180592467
K1937,0.9969875481393601
K1938,0.9971288217438592
K1939,0.9722055547767215
K1940,0.0030449111771303668
K1941,0.9928454922305213
K1942,0.998223136530982
K1943,0.9942051834530301
K1944,0.0039316329587664334
K1945,0.0018398283460151334
K1946,0.9639445741971335
K1947,0.0038301452405802
K1948,0.0013287296334358668
K1949,0.0030204061850478
K1950,0.9929766608609093
K1951,0.002216792850392933
K1952,0.8393288320965238
K1953,0.003279780239487633
K1954,0.0027804820203325333
K1955,0.9979156732559203
K1956,0.0023619265285863334
K1957,0.9948494573434195
K1958,0.9851868854628668
K1959,0.9945792661772833
K1960,0.021410166399760334
K1961,0.9968170192506579
K1962,0.9969777941703796
K1963,0.9867026289304097
K1964,0.998545812898212
K1965,0.9756625069512261
K1966,0.8460804879665375
K1967,0.9934443718857237
K1968,0.9756183372603523
K1969,0.9963533573680454
K1970,0.0037677257580475327
K1971,0.9972065256701576
K1972,0.8889848619699477
K1973,0.0032445762209438664
K1974,0.8346036520269182
K1975,0.9022754626141655
K1976,0.007017763486752867
K1977,0.9858509573671553
K1978,0.0025564085530479
K1979,0.9846667316224841
K1980,0.9942363844977485
K1981,0.9787922693623438
K1982,0.0048192275105975
K1983,0.9909717513455285
K1984,0.08453960201392567
K1985,0.9962226768334707
K1986,0.015947167101937
K1987,0.9973930617173513
K1988,0.9949971165921955
K1989,0.9755022406578063
K1990,0.9966691540347205
K1991,0.9943927228450775
K1992,0.9957201540470124
K1993,0.631090433564451
K1994,0.9840085367361704
K1995,0.0037228748027700333
K1996,0.9748157938321431
K1997,0.9969169007407294
K1998,0.9911896725495657
K1999,0.9822108527024588
K2000,0.9941083305411867
K2001,0.4630617392559846
K2002,0.9941545406977336
K2003,0.008537587037102966
K2004,0.0038474195329601334
K2005,0.0033299540699873002
K2006,0.0017164486162881333
K2007,0.9932772133085462
K2008,0.796020448870129
K2009,0.0068542163877282
K2010,0.9727200044525994
K2011,0.9967800815900166
K2012,0.6975724205374717
K2013,0.2969255570943157
K2014,0.005614220759727867
K2015,0.0017185476076620333
K2016,0.0027108482596101668
K2017,0.8996836609310573
K2018,0.0025807277309164334
K2019,0.9889472471343147
K2020,0.9970836838086446
K2021,0.0021776107314507996
K2022,0.0025653364790034004
K2023,0.0031355738807986333
K2024,0.03142518449070236
K2025,0.11328771489982802
K2026,0.0031852975305001
K2027,0.9955603056483798
K2028,0.049291830106327865
K2029,0.9957146916124554
K2030,0.9920468429724375
K2031,0.996920856502321
K2032,0.003507135570463133
K2033,0.5467743605375289
K2034,0.9931105282571581
K2035,0.007964885571628734
K2036,0.005902567835679833
K2037,0.9915551569726734
K2038,0.9628767152627309
K2039,0.024679714674130035
K2040,0.007537894827287801
K2041,0.9988752769099342
K2042,0.9963404152128431
K2043,0.9422711147202386
K2044,0.988323884540134
K2045,0.9329050554169549
K2046,0.8468134582042693
K2047,0.9909169733524323
K2048,0.004602124275536134
K2049,0.9880184756384955
K2050,0.9975113696522183
K2051,0.9857616033818987
K2052,0.956605021158854
K2053,0.0089006375797907
K2054,0.995275819963879
K2055,0.0023987670383778
K2056,0.9901782327228122
K2057,0.0023569659721235
K2058,0.0033526021254753333
K2059,0.0136111366510805
K2060,0.8681650122006735
K2061,0.0021115296374773335
K2062,0.9905551022953459
K2063,0.9943299088213179
K2064,0.9947654558552635
K2065,0.9899449792173174
K2066,0.9601824223995208
K2067,0.0062086050266063
K2068,0.9619220230314466
K2069,0.9985431770483654
K2070,0.9761234965589312
K2071,0.9841831465562185
K2072,0.9954209208488466
K2073,0.9956266740957895
K2074,0.7326187962459194
K2075,0.0018821647447313334
K2076,0.9947127196523878
K2077,0.9973687688509623
K2078,0.9938596215513017
K2079,0.0061904279282316
K2080,0.0015612548955282332
K2081,0.0045749265904305005
K2082,0.9898111442724864
K2083,0.004680857925753366
K2084,0.9962063080734677
K2085,0.0052456383121251005
K2086,0.9979211827119192
K2087,0.0236458148186405
K2088,0.011070474477795198
K2089,0.9601246933142344
K2090,0.0017367359166705666
K2091,0.9613510330518086
K2092,0.9500727600521511
K2093,0.924700293938319
K2094,0.018113639710160532
K2095,0.0474931440005699
K2096,0.004241540962054
K2097,0.0040103068261588
K2098,0.9969914893309276
K2099,0.03885397500255037
K2100,0.20909692587123974
K2101,0.0023902873354219663
K2102,0.008121645070463633
K2103,0.9960286378860473
K2104,0.9924424171447753
K2105,0.995916520886951
K2106,0.9970314251052009
K2107,0.9953790989187029
K2108,0.9985082043541803
K2109,0.994219864739312
K2110,0.8726358082559375
K2111,0.20810691073743834
K2112,0.0059682991840720664
K2113,0.9778026428487565
K2114,0.5440716601287325
K2115,0.004498603479846133
K2116,0.9385277244779798
K2117,0.997339493698544
K2118,0.9923679245842827
K2119,0.8731837758173545
K2120,0.903150694237815
K2121,0.9989563776387108
K2122,0.0016314094349379332
K2123,0.8755209485689798
K2124,0.9958425396018558
K2125,0.014847052672929566
K2126,0.9965186403857337
K2127,0.9876394821537865
K2128,0.9944524963696798
K2129,0.9957572599252065
K2130,0.9918107893731859
K2131,0.9974052879545424
K2132,0.9252337647808924
K2133,0.007621352066699766
K2134,0.9930005921257866
K2135,0.0061177753384173
K2136,0.9941745387183296
K2137,0.9965417325496674
K2138,0.9958154300848644
K2139,0.8701826287640465
K2140,0.9839155634244282
K2141,0.0013301150400365667
K2142,0.002450666268446633
K2143,0.005097765979331133
K2144,0.0083235717905659
K2145,0.0012909492647546668
K2146,0.007129682545524266
K2147,0.9791382133960725
K2148,0.9951786312792036
K2149,0.04967105562358884
K2150,0.9943058086766138
K2151,0.957228524155087
K2152,0.9909877717494964
K2153,0.0030171725717889667
K2154,0.0043042771864242
K2155,0.985117017560535
K2156,0.9901531100273133
K2157,0.723544532722897
K2158,0.004115128483519733
K2159,0.9965417802333832
K2160,0.9979451629850599
K2161,0.9873717473612892
K2162,0.9866209003660412
K2163,0.9939931948979696
K2164,0.006007142066826167
K2165,0.9918427632914649
K2166,0.5496578612261348
K2167,0.002265513117244
K2168,0.0016897314221649667
K2169,0.004813120322715867
K2170,0.9971535285313924
K2171,0.9956743975480397
K2172,0.0014897164429486
K2173,0.9954647143681844
K2174,0.9945893347263336
K2175,0.9920893695619372
K2176,0.8645925260252424
K2177,0.9803064001931084
K2178,0.9977266172568003
K2179,0.9924365328417885
K2180,0.029734943646730596
K2181,0.008016920713190366
K2182,0.9924628542529211
K2183,0.9513324823644426
K2184,0.997412058379915
K2185,0.9620920532279543
K2186,0.9963350342379677
K2187,0.9964898579650455
K2188,0.0053481024107895
K2189,0.002136936875386767
K2190,0.9948828207121956
K2191,0.9926576707098219
K2192,0.888871658841769
K2193,0.9848987989955478
K2194,0.0022367612756271
K2195,0.9977406660715739
K2196,0.9975581169128418
K2197,0.9971560782856411
K2198,0.9961531897385916
K2199,0.9699621895949045
K2200,0.0023619116051122
K2201,0.985678928428226
K2202,0.9986756318145328
K2203,0.992900319231881
K2204,0.9939448946052126
K2205,0.9920011878013609
K2206,0.0037696363035744
K2207,0.0039657969794158
K2208,0.0083352701350425
K2209,0.058492729818681206
K2210,0.126500557267314
K2211,0.9929396351178488
K2212,0.0016239142013040667
K2213,0.11463123702754574
K2214,0.020682158817847532
K2215,0.9934091177251604
K2216,0.9932844989829593
K2217,0.9764459424548679
K2218,0.0018101431710722665
K2219,0.009462523108555167
K2220,0.9958614349365235
K2221,0.9584618429342906
K2222,0.9884133325682747
K2223,0.9971136536863116
K2224,0.9956164525614845
K2225,0.0971734796469617
K2226,0.9931203875276777
K2227,0.9894590066538917
K2228,0.9981885664992861
K2229,0.8698122451702753
K2230,0.9463240146636963
K2231,0.994044193956587
K2232,0.9964708089828491
K2233,0.9923570791880291
K2234,0.9428281313843198
K2235,0.9851499093903434
K2236,0.0022232852947328334
K2237,0.7135162476036284
K2238,0.987984604967965
K2239,0.9917851004335615
K2240,0.991044290860494
K2241,0.992216650644938
K2242,0.0025357902494659666
K2243,0.9979064630137549
K2244,0.9949882646401723
K2245,0.023265769508563766
K2246,0.9586375256379446
K2247,0.0036122452803990335
K2248,0.9938769704765744
K2249,0.9729721532927619
K2250,0.9887725677755145
K2251,0.9891011171870762
K2252,0.9977095113860236
K2253,0.6781980805926852
K2254,0.9937185102038913
K2255,0.9853940811422136
K2256,0.9232351485225889
K2257,0.9924964229265848
K2258,0.9797524862819248
K2259,0.007136824258810066
K2260,0.0028733682921382
K2261,0.0025003331066626336
K2262,0.9943891988860237
K2263,0.003544827985913533
K2264,0.9888107862737444
K2265,0.9841008477740818
K2266,0.9941085590256584
K2267,0.005597899285041567
K2268,0.0016738936731901998
K2269,0.9933317926194934
K2270,0.9947806424564787
K2271,0.9965481658776602
K2272,0.003949007939890034
K2273,0.9949201047420502
K2274,0.9947817703088125
K2275,0.9369981851842669
K2276,0.9936235679520501
K2277,0.5344404611322614
K2278,0.08659848243825961
K2279,0.6283917507156729
K2280,0.0093437949402464
K2281,0.9383410811424255
K2282,0.9981989913516575
K2283,0.8984093308448792
K2284,0.9976570692327288
K2285,0.9965438591109382
K2286,0.996059450176027
K2287,0.0027964305152029666
K2288,0.005276171031194534
K2289,0.9700479288895925
K2290,0.9960134969817268
K2291,0.9896772066752115
K2292,0.020255076491998234
K2293,0.8975271931952901
K2294,0.9975744439495934
K2295,0.997543289926317
K2296,0.0031187827889677666
K2297,0.9869807819525401
K2298,0.9952834341261122
K2299,0.005737162901722367
K2300,0.995325203736623
K2301,0.8758418904410469
K2302,0.9921120398574405
K2303,0.9558322144879235
K2304,0.9940759572717878
K2305,0.990768943892585
K2306,0.010689979703682967
K2307,0.9348650183942583
K2308,0.9914687150054506
K2309,0.9929093023141226
K2310,0.9965099136034649
K2311,0.9921167241202461
K2312,0.0014327199693070336
K2313,0.0025620500036489
K2314,0.0035652706218468997
K2315,0.24886360468032453
K2316,0.859885060456064
K2317,0.9958400944868724
K2318,0.994862214061949
K2319,0.9187495364083184
K2320,0.9908480041556889
K2321,0.9986359278361002
K2322,0.4073131242560016
K2323,0.9969164186053806
K2324,0.9980176018344031
K2325,0.9968421604898241
K2326,0.0030616180984199336
K2327,0.91721431016922
K2328,0.0038576979823927333
K2329,0.9955757922596401
K2330,0.9973283211390177
K2331,0.007187842329019732
K2332,0.0032634978470418
K2333,0.9961399091614617
K2334,0.0046076712360243
K2335,0.9296953850322299
K2336,0.9957032475206588
K2337,0.0023636276136837333
K2338,0.9907163944509293
K2339,0.9961194217205048
K2340,0.9955529365274641
